id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
26dfaf41-5915-3366-8610-547f9b3ea4f1,-22.85731,-42.98135,2023-01-01 4:23:00,NOAA-20,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,,,,Mata Atlântica,0.7
4d46cf9c-1f0a-399c-94af-1ec461b8aa12,-22.43943,-44.38149,2023-01-01 16:52:00,NOAA-20,RESENDE,RIO DE JANEIRO,Brasil,3304201,33,33,,,,Mata Atlântica,3.7
aa82cff5-735f-3050-86a6-90f3b0069b78,-22.85707,-42.9796,2023-01-02 4:04:00,NOAA-20,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,-999,0,0.87,Mata Atlântica,0.7
c3416e5a-71da-3fce-baf7-f7c0e0a9b031,-22.43874,-44.37753,2023-01-02 13:01:00,TERRA_M-T,RESENDE,RIO DE JANEIRO,Brasil,3304201,33,33,0,0,-999,Mata Atlântica,7.8
5eae5b22-1b70-3f97-9e6f-cefb01e21be8,-22.4669,-42.65048,2023-01-02 13:01:00,TERRA_M-T,CACHOEIRAS DE MACACU,RIO DE JANEIRO,Brasil,3300803,33,33,0,0,0,Mata Atlântica,9.2
3d4a9f31-e552-3827-a597-20a9127346b6,-22.74908,-43.27428,2023-01-03 3:46:00,NOAA-20,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,-999,3.73,0.01,Mata Atlântica,0.7
fb3b0eaa-88da-3008-b5a2-7021433fcddd,-21.17128,-41.71574,2023-01-03 16:13:00,NOAA-20,BOM JESUS DO ITABAPOANA,RIO DE JANEIRO,Brasil,3300605,33,33,1,13.82,0,Mata Atlântica,13.9
a5017888-abc9-383d-abb2-4f66fb3f0447,-22.44193,-44.38123,2023-01-03 16:13:00,NOAA-20,RESENDE,RIO DE JANEIRO,Brasil,3304201,33,33,1,0.04,-999,Mata Atlântica,5.3
55f2f0d1-5a34-35f1-a952-66c9f8613b8f,-21.40428,-41.31716,2023-01-03 17:06:00,NPP-375,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,Brasil,3301009,33,33,0,0.47,0.15,Mata Atlântica,3.7
62a813d2-1eb9-392f-900b-82f384148314,-21.40792,-41.31449,2023-01-03 17:06:00,NPP-375,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,Brasil,3301009,33,33,0,0.45,0.15,Mata Atlântica,2.9
bfd19b2f-a678-3808-b39f-fb203fbf9cfa,-21.46062,-41.06577,2023-01-03 17:06:00,NPP-375,SÃO FRANCISCO DE ITABAPOANA,RIO DE JANEIRO,Brasil,3304755,33,33,0,0,0.17,Mata Atlântica,3.7
e42c6d72-66bc-31e6-857b-a021a69e2ba4,-21.78391,-42.34938,2023-01-03 17:06:00,NPP-375,CANTAGALO,RIO DE JANEIRO,Brasil,3301108,33,33,2,4.21,0.25,Mata Atlântica,5.7
cfd72b1b-cab8-314f-b6b5-dd943e85add8,-21.56949,-41.71711,2023-01-05 16:28:00,NPP-375,SÃO FIDÉLIS,RIO DE JANEIRO,Brasil,3304805,33,33,0,34.26,0,Mata Atlântica,3.4
1de03e54-8501-338a-bd1a-64f0287f1a51,-21.37029,-41.00051,2023-01-09 16:02:00,NOAA-20,SÃO FRANCISCO DE ITABAPOANA,RIO DE JANEIRO,Brasil,3304755,33,33,-999,9.23,0.04,Mata Atlântica,4.3
fa0adac6-adf3-34db-8e59-6c9c24ac113d,-21.20164,-41.90422,2023-01-13 16:47:00,AQUA_M-T,ITAPERUNA,RIO DE JANEIRO,Brasil,3302205,33,33,0,2.22,-999,Mata Atlântica,8.4
2001e9bc-3229-33c3-8553-e7fc5e6ba1d9,-22.744,-43.69918,2023-01-13 16:47:00,AQUA_M-T,SEROPÉDICA,RIO DE JANEIRO,Brasil,3305554,33,33,3,63.37,-999,Mata Atlântica,7.5
e83d940f-27ae-34bf-8a03-5cb9ea01bf78,-22.44094,-44.38794,2023-01-13 16:47:00,AQUA_M-T,RESENDE,RIO DE JANEIRO,Brasil,3304201,33,33,1,62.41,0,Mata Atlântica,7.7
ad2f0dc4-65ba-3f3e-8570-3f131e48b2bf,-22.85728,-42.98167,2023-01-14 3:40:00,NOAA-20,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,,,,Mata Atlântica,0.6
c3c687b6-6af5-3b3c-b9df-a5ccbe7e6235,-22.625,-43.22391,2023-01-14 17:00:00,NPP-375,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,,,,Mata Atlântica,3.4
05ffc55d-e4bd-3feb-9b26-cc2541433b24,-22.11571,-41.4406,2023-01-15 3:19:00,NOAA-20,QUISSAMÃ,RIO DE JANEIRO,Brasil,3304151,33,33,,,,Mata Atlântica,1.2
84b5ba08-7f3e-31f3-a46f-43845f1eb046,-22.11506,-41.44367,2023-01-15 3:19:00,NOAA-20,QUISSAMÃ,RIO DE JANEIRO,Brasil,3304151,33,33,,,,Mata Atlântica,0.9
c6f77420-7242-3fc6-bf45-396493f33640,-22.78526,-43.75802,2023-01-15 4:14:00,NPP-375D,SEROPÉDICA,RIO DE JANEIRO,Brasil,3305554,33,33,,,,Mata Atlântica,0.7
f8c5f02a-cbaf-3e5f-acf2-26af3e64c362,-22.7956,-43.3111,2023-01-15 14:57:11,GOES-16,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,,,,Mata Atlântica,105.6
e7fdeca6-2adf-30e2-afc0-75b76b0abc0b,-22.8353,-43.3746,2023-01-15 15:07:11,GOES-16,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,,,,Mata Atlântica,100.9
4734b79e-3999-3c5c-8dbd-97b1899eebc1,-22.8916,-43.5591,2023-01-15 15:07:12,GOES-16,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,,,,Mata Atlântica,102.2
8d56fabc-e8b5-352f-b606-eb1faa4dd5cd,-22.98009,-44.29653,2023-01-15 16:34:00,AQUA_M-T,ANGRA DOS REIS,RIO DE JANEIRO,Brasil,3300100,33,33,,,,Mata Atlântica,17
8884faf2-fac2-3332-819a-3d660553cfed,-22.5292,-42.97943,2023-01-15 16:34:00,AQUA_M-T,GUAPIMIRIM,RIO DE JANEIRO,Brasil,3301850,33,33,,,,Mata Atlântica,14.1
a7a0c9b1-53f3-37b2-b704-42e3353f2f64,-22.87507,-43.7841,2023-01-15 16:34:00,AQUA_M-T,ITAGUAÍ,RIO DE JANEIRO,Brasil,3302007,33,33,,,,Mata Atlântica,13.3
